DB-Plant-No.,Type of Plant,Type of Plant.1,Country,Parent Company,Company Code,Company,City,State,Region,Value Chain Step,Plant No.,Last Update,Status of the Plant,Parent Manufacturer,Manufacturer_A,Manufacturer_B,Year Of Start Up,Year Of Modernizing,Nominal Capacity,Process/type Of Plant,Strip Width Min.,Strip Width Max.,Strip Thickness Min.,Strip Thickness Max.,Entry: Number Of Pay-off Reels,Entry: Coil Weight Max.,Entry: Pay-off Speed Max.,Entry: Type Of Strip Accumulator,Entry: Capacity Of Accumulator,Annealing: Strip Cleaning,Annealing: Heat Cycle,Annealing: Type Of Furnace Heating,Annealing: Cooling Cycle,Annealing: Proc. Speed Min.,Annealing: Proc. Speed Max.,Exit: Number Of Tension Reels,Exit: Coil Weight Max.,Exit: Coiling Speed Max.,Exit: Type Of Strip Accumulator,Exit: Capacity Of Accumulator Max.,Processed Strip Grades A),Processed Strip Grades B),Additional Inline Equipment,Additional Information,Latitude,Longitude
Code,Code,Text,Text,Text,Code,Text,Text,Text,Text,Text,Text,Date,Text,Text,Text,Text,Number,Number,1000 T/YEAR,Text,MM,MM,MM,MM,Number,T,M/MIN,Text,M,Text,Text,Text,Text,M/MIN,M/MIN,Number,T,M/MIN,Text,M,Text,Text,Text,Text,,
7305381,77,Continuous Annealing Line,China,Henan Jiyuan I&S,7300670,Henan Jiyuan I&S,Jiyuan,Henan ,Asia,Cold Strip Processing,1,2023-07-10 14:08:29,Operating,Chinese Design,"Chinese Design, CN",,2014,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
7306065,77,Continuous Annealing Line,China,Jiangsu Shagang Group Co,,Yangzijiang Cold Rolled Sheet Company,Zhangjiagang,Jiangsu,Asia,Cold Strip Processing,,2023-10-13 04:15:11,Under Construction,,,,2025,,295,CAL,,1300,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,NGOES - Regular,Pickling Line + Tandem Mill,Phase-1 of total 2 Mt capacity; 120 Kt dedicated to xEV grade,31.865,120.538
7306066,77,Continuous Annealing Line,China,Jiangsu Shagang Group Co,,Yangzijiang Cold Rolled Sheet Company,Zhangjiagang,Jiangsu,Asia,Cold Strip Processing,,2023-10-13 04:15:51,Under Construction,,,,2025,,295,CAL,,1300,,,,,,,,,,,,,,,,,,,NGOES - High Grade,,Pickling Line + Tandem Mill,Phase-1 of total 2 Mt capacity,31.865,120.538
7306067,77,Continuous Annealing Line,China,Jiangsu Shagang Group Co,,Yangzijiang Cold Rolled Sheet Company,Zhangjiagang,Jiangsu,Asia,Cold Strip Processing,,2023-10-13 04:16:29,Under Construction,,,,2025,,295,CAL,,1300,,,,,,,,,,,,,,,,,,,NGOES - Regular,,Pickling Line + Tandem Mill,Phase-1 of total 2 Mt capacity,31.865,120.538
7306068,77,Continuous Annealing Line,China,Jiangsu Shagang Group Co,,Yangzijiang Cold Rolled Sheet Company,Zhangjiagang,Jiangsu,Asia,Cold Strip Processing,,2023-10-13 04:17:02,Under Construction,,,,2025,,295,CAL,,1300,,,,,,,,,,,,,,,,,,,NGOES - Regular,,Pickling Line + Tandem Mill,Phase-1 of total 2 Mt capcacity,31.865,120.538
7306098,77,Continuous Annealing Line,China,"Hangzhou Iron & Steel (49), Zhenshi Holding Group (51)",7302800,Zhenshi Group Eastern Special Steel Co. Ltd.,Jiaxing,Zhejiang,Asia,Cold Strip Processing,1,2023-09-12 07:21:35,Operating,Chinese Design,"Chinese Design, CN",,2009,,600,,,,,,,,,,,,,,,,,,,,,,,,,,30.720411,120.898518
7306110,77,Continuous Annealing Line,China,Mengliheng New Material Technology Co. ltd.,,Mengliheng New Material Technology Co. ltd.,Ordos,Inner Mongolia,Asia,Cold Strip Processing,,2023-09-12 10:34:58,Under Construction,,,,2024,,200,CAL,,,,,,,,,,,,,,,,,,,,,GOES,,Continuous Pickling Line,,39.6084,109.7809
7306111,77,Continuous Annealing Line,China,Mengliheng New Material Technology Co. ltd.,,Mengliheng New Material Technology Co. ltd.,Ordos,Inner Mongolia,Asia,Cold Strip Processing,,2023-09-12 10:36:02,Project,,,,2025,,200,CAL,,,,,,,,,,,,,,,,,,,,,GOES,,Continuous Pickling Line,,39.6084,109.7809
7306112,77,Continuous Annealing Line,China,Mengliheng New Material Technology Co. ltd.,,Mengliheng New Material Technology Co. ltd.,Ordos,Inner Mongolia,Asia,Cold Strip Processing,,2023-10-19 16:27:19,Under Construction,,,,2024,,300,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Continuous Pickling Line,,39.6084,109.7809
7306113,77,Continuous Annealing Line,China,Mengliheng New Material Technology Co. ltd.,,Mengliheng New Material Technology Co. ltd.,Ordos,Inner Mongolia,Asia,Cold Strip Processing,,2023-10-19 16:31:33,Project,,,,2025,,300,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - High Grade,NGOES - Regular,Continuous Pickling Line,,39.6084,109.7809
7306177,77,Continuous Annealing Line,China,China Baowu Steel Group,7300030,Baoshan I&S Co. Ltd.,Baoshan,Shanghai,Asia,Cold Strip Processing,,2023-10-12 06:37:37,Operating,,,,2023,,500,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,Plant to produce NGOES for new energy vehicle,31.4116,121.4584
7306178,77,Continuous Annealing Line,China,China Baowu Steel Group,7305490,Wisdri (Xinyu) Cold Processing Engineering Co. Ltd.,Xinyu,Jiangxi,Asia,Cold Strip Processing,,2023-10-17 12:40:40,Operating,Fives Group,Fives Group (FR),,2020,,100,CAL,,,0.1,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,27.795,114.9242
7306179,77,Continuous Annealing Line,Sweden,Tata Steel,1800260,Cogent Surahammars Bruks AB,Surahammar,,Europe,Cold Strip Processing,,2023-10-12 09:18:19,Operating,,,,2011,,120,CAL,,,0.1,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,59.7072,16.2268
7306180,77,Continuous Annealing Line,United States,United States Steel Corporation,8001520,Big River Steel,Osceola,Arkansas,Northern America,Cold Strip Processing,,2023-10-16 05:17:45,Operating,,,,2023,,200,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,for production of InduX (NGOES),35.7051,-89.9695
7306193,77,Continuous Annealing Line,China,Posco,7301060,Shunde Posco Coated Steel,Shunde,Guangdong,Asia,Cold Strip Processing,,2023-10-18 06:18:15,Operating,,,,2010,,280,CAL,700,1300,0.15,2,,,,,,,,,,,,,,,,,NGOES - High Grade,NGOES - Regular,Insulation Coating Line,,22.85,113.247
7306199,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Kurashiki,Okayama,Asia,Cold Strip Processing,,2023-10-19 15:31:43,Project,,,,2024,,,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,Phase-1 of expansion,34.585,133.772
7306200,77,Continuous Annealing Line,Japan,JFE Steel Corp.,7000120,JFE Steel Corp.,Kurashiki,Okayama,Asia,Cold Strip Processing,,2023-10-19 15:33:27,Project,,,,2026,,,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,Phase-2 of expansion;,34.585,133.772
7306201,77,Continuous Annealing Line,China,Hunan Valin Steel Co. Ltd.,,Hunan Liangang Electromagnetic Materials,Loudi,Hunan,Asia,Cold Strip Processing,,2025-02-21 06:35:58,Operating,,,,2023,,200,CAL,800,1200,0.15,1.5,,,,,,,,,,,,,,,,,NGOES - xEV Grade,NGOES - Regular,Insulation Coating Line,Phase-1 of silicon steel project,27.7378,111.9974
7306202,77,Continuous Annealing Line,China,Hunan Valin Steel Co. Ltd.,,Hunan Liangang Electromagnetic Materials,Loudi,Hunan,Asia,Cold Strip Processing,,2025-02-21 06:52:03,Operating,,,,2024,,200,CAL,800,1200,0.15,1.5,,,,,,,,,,,,,,,,,NGOES - Regular,GOES,Insulation Coating Line,Phase-1 of silicon steel project,27.7378,111.9974
7306203,77,Continuous Annealing Line,China,Hunan Valin Steel Co. Ltd.,,Hunan Liangang Electromagnetic Materials,Loudi,Hunan,Asia,Cold Strip Processing,,2025-02-21 07:03:13,Under Construction,,,,2026,,400,CAL,800,1200,0.15,1.5,,,,,,,,,,,,,,,,,NGOES - xEV Grade,GOES,Insulation Coating Line,Phase-2 2nd Stage of silicon steel project,27.7378,111.9974
7306204,77,Continuous Annealing Line,South Korea,Posco,7100040,Posco,Gwangyang,South Jeolla,Asia,Cold Strip Processing,,2023-10-19 17:13:59,Under Construction,,,,2025,,300,CAL,,,0.1,2,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,HYPER NO ,34.94,127.69
7306222,77,Continuous Annealing Line,China,Magang Group,7300610,Magang Hefei Steel,Hefei,Anhui,Asia,Cold Strip Processing,1,2023-10-26 07:13:09,Operating,,,,2013,,770,CAPL (NSC),900,1600,0.25,3,,,,,,,,,,,,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,,,31.8636,117.2794
7306223,77,Continuous Annealing Line,China,Magang Group,7300610,Magang Hefei Steel,Hefei,Anhui,Asia,Cold Strip Processing,2,2023-10-26 07:13:27,Operating,,,,2014,,770,CAPL (NSC),900,1600,0.25,3,,,,,,,,,,,,,,,,,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,,,31.8636,117.2794
7306224,77,Continuous Annealing Line,South Korea,Posco,7100040,Posco,Pohang,,Asia,Cold Strip Processing,,2023-10-30 06:11:28,Operating,,,,1979,,160,CAL,800,1100,0.15,2.5,,,,,,,,,,,,,,,,,NGOES - xEV Grade,NGOES - Regular,Insulation Coating Line,,36.019,129.3435
7306225,77,Continuous Annealing Line,Russia,NLMK Group,3000380,Novolipetsk,Lipetsk,,Europe,Cold Strip Processing,,2023-10-30 06:19:06,Operating,MCC Group,WISDRI (CN),,2021,,110,CAPL (NSC),,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,year of start and capacity assumed based on source article and other NOGES mill with 110 Kt capacity,52.599,39.574
7306284,77,Continuous Annealing Line,China,"Tsingshan Holding Group (30), Zhejiang Yongjin Metal Technology Co. Ltd. (70)",,Fujian Tsingtuo Shangke Stainless Steel Co. Ltd.,Ningde,Fujian,Asia,Cold Strip Processing,,2023-11-20 10:18:27,Operating,,,,2020,,300,,,850,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,26.79829641,119.7191325
7306285,77,Continuous Annealing Line,China,"Tsingshan Holding Group (30), Zhejiang Yongjin Metal Technology Co. Ltd. (70)",,Fujian Tsingtuo Shangke Stainless Steel Co. Ltd.,Ningde,Fujian,Asia,Cold Strip Processing,,2023-11-20 10:19:26,Operating,,,,2021,,300,,,850,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,26.79829641,119.7191325
7306393,77,Continuous Annealing Line,South Korea,TCC Steel Corp.,7100060,TCC Steel Corp.,Pohang,,Asia,Cold Strip Processing,1,2023-12-06 16:05:15,Operating,,,,2012,,200,Recrystallisation,710,980,0.2,1,,,,,,,,,,,,,,,,,"DQ, DDQ",,Skin Pass Mill,,36.019,129.3435
7306549,77,Continuous Annealing Line,Turkey,Habas,2000200,Habas,Izmir,,Middle East & Northern Africa,Cold Strip Processing,,2025-03-29 17:36:29,Under Construction,Danieli,Danieli (IT),,2025,,250,Recrystallisation,700,1300,0.2,1.2,,,,,,Electrolytic Cleaning,,ARTF,,,500,,,,,,Thin Sheet,"DQ, DDQ",,,38.4333,27.15
7306598,77,Continuous Annealing Line,China,Hebei Anfeng Iron & Steel Co. Ltd.,,Hebei Anfeng Iron & Steel Co. Ltd.,Qinhuangdao,Hebei,Asia,Cold Strip Processing,1,2024-01-02 17:11:59,Operating,Chinese Design,Chinese Design (CN),,2019,,450,,,,,,,,,,,,,,,,,,,,,,,,,,39.65849,118.894804
7306641,77,Continuous Annealing Line,China,Sichuan Gangchen Stainless Steel Co. Ltd.,,Sichuan Gangchen Stainless Steel Co. Ltd.,Leshan,Sichuan,Asia,Cold Strip Processing,1,2024-01-03 17:12:16,Operating,Chinese Design,Chinese Design (CN),,2020,,700,,,,,,,,,,,,,,,,,,,,,,,,,,29.501044,103.607365
7306904,77,Continuous Annealing Line,China,Handan Zhuoli Fine Steel Plate Co. Ltd.,,Handan Zhuoli Fine Steel Plate Co. Ltd.,Handan,Hebei,Asia,Cold Strip Processing,,2024-02-08 08:35:47,Operating,MCC Group,CISDI (CN),,2020,,250,CAL,700,1050,0.17,0.55,,,,Vertical Looper,,Electrolytic Cleaning,,,,,500,,,,Vertical Looper,,,,Electrolytic Coating Line,For Tin Plate mill,36.6116,114.4894
7307107,77,Continuous Annealing Line,India,"JSW Steel Ltd (50), JFE Steel Corp. (50)",,JSW JFE Electrical Steel Pvt. Ltd. (J2ES),Bellary,Karnataka,Asia,Cold Strip Processing,,2024-02-21 10:02:13,Project,,,,2027,,,CAL,,,,,,,,,,,,,,,,,,,,,GOES,,,,15.15,76.9333
7307113,77,Continuous Annealing Line,Russia,"Chelyabinsk Metallurgical Plant (50), TMK Volzhsky Pipe Plant (50)",,Russian Stainless Company (RNA),Volzhsky,,Europe,Cold Strip Processing,,2024-07-22 10:30:58,Project,,,,2025,,500,CAL,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,48.8176,44.7707
7307182,77,Continuous Annealing Line,China,Shougang Group,,Shougang Zhixin Qian'an Electromagnetic Material Co Ltd,Tangshan City,Hebei,Asia,Cold Strip Processing,1,2024-02-26 15:38:32,Operating,SMS (DE),SMS (DE),,2022,,180,CAL,,,0.3,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,,
7307183,77,Continuous Annealing Line,China,Shougang Group,,Shougang Zhixin Qian'an Electromagnetic Material Co Ltd,Tangshan City,Hebei,Asia,Cold Strip Processing,2,2024-02-26 15:37:18,Operating,SMS (DE),SMS (DE),,2022,,180,CAL,,,0.3,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,,
7307189,77,Continuous Annealing Line,China,Shougang Group,,Shougang Zhixin Qian'an Electromagnetic Material Co Ltd,Tangshan City,Hebei,Asia,Cold Strip Processing,,2024-02-27 14:13:03,Operating,Fives Group,Fives Group (FR),,2024,,650,Annealing and Pickling  Line,,,0.3,,2,,,Horizontal Looper,,,,Horizontal RTF/Induction/Electrically,Gas-Jet Cooling,,,1,,,Horizontal Looper,,NGOES - xEV Grade,,Insulation Coating Line,,,
7307293,77,Continuous Annealing Line,China,Hebei Puyang Iron and Steel Co. Ltd.,,Zhongpu Electromagnetic Materials Technology Co. Ltd.,Handan City,Hebei,Asia,Cold Strip Processing,,2025-04-22 03:59:19,Operating,MCC Group,MCC Group (CN),,2025,,500,CAL,,,,,,,,,,,,,,,,,,,,,Electrical Steel,NGOES - xEV Grade,Insulation Coating Line,Phase-1 of silicon steel project,,
7307404,77,Continuous Annealing Line,United States,ArcelorMittal SA,,ArcelorMittal Calvert,Calvert,Alabama,Northern America,Cold Strip Processing,,2025-03-23 16:48:21,Project,Andritz ,Andritz (AT),,2027,,150,CAL,,,,,,,,,,,,Electrically Heated,,,,,,,,,NGOES - xEV Grade,NGOES - High Grade,Insulation Coating Line,Not under AMNS JV,31.14809148,-87.98991135
7307415,77,Continuous Annealing Line,China,Rizhao Yulan New Materials,,Rizhao Yulan New Materials,Rizhao,Shandong,Asia,Cold Strip Processing,1,2024-04-24 16:12:38,Under Construction,,,,2024,,400,Recrystallisation,700,1250,0.15,0.5,,,,Vertical Looper,,Electrolytic Cleaning,,,,500,,,,,Vertical Looper,,"DQ, DDQ",,,,35.16535,119.366671
7307458,77,Continuous Annealing Line,China,Guangxi Liuzhou I&S Group Co. Ltd. ,7300250,Liuzhou I&S Co. Ltd.,Liuzhou,Guangxi,Asia,Cold Strip Processing,,2024-05-13 17:49:29,Operating,,,,2024,,160,CAL,,,0.15,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,24.3181,109.4069
7307745,77,Continuous Annealing Line,China,Guangxi Hezhou Pengda New Materials,,Guangxi Hezhou Pengda New Materials,Hezhou,Guangxi,Asia,Cold Strip Processing,1,2024-07-23 06:19:51,Under Construction,,,,2026,,300,CAL,,750,,,,,,,,,,,,,,,,,,,Stainless Steel,,,200 Series Stainless Steel,23.987007,111.739775
7307746,77,Continuous Annealing Line,China,Guangxi Hezhou Pengda New Materials,,Guangxi Hezhou Pengda New Materials,Hezhou,Guangxi,Asia,Cold Strip Processing,2,2024-07-23 06:21:02,Under Construction,,,,2026,,300,CAL,,750,,,,,,,,,,,,,,,,,,,Stainless Steel,,,200 Series Stainless Steel,23.987007,111.739775
7307747,77,Continuous Annealing Line,China,Guangxi Hezhou Pengda New Materials,,Guangxi Hezhou Pengda New Materials,Hezhou,Guangxi,Asia,Cold Strip Processing,3,2024-07-23 06:22:15,Under Construction,,,,2026,,200,CAL,,750,,,,,,,,,,,,,,,,,,,Stainless Steel,,,300 Series Stainless Steel,23.987007,111.739775
7307748,77,Continuous Annealing Line,China,Guangxi Hezhou Pengda New Materials,,Guangxi Hezhou Pengda New Materials,Hezhou,Guangxi,Asia,Cold Strip Processing,4,2024-07-23 06:23:10,Under Construction,,,,2026,,200,CAL,,750,,,,,,,,,,,,,,,,,,,Stainless Steel,,,300 Series Stainless Steel,23.987007,111.739775
7308303,77,Continuous Annealing Line,China,Tangshan Yanshan Iron and Steel Co. Ltd,,Tangshan Yanyang Cold Rolling Co. Ltd.,Qian'an,Hebei,Asia,Cold Strip Processing,1,2024-10-22 06:17:49,Operating,MCC Group,MCC22 (CN),,2021,,1500,CAL,,1550,,,,,,,,,,,,,,,,,,,GOES,Automotive Steel,,,40.0059,118.6973
7308307,77,Continuous Annealing Line,China,Tangshan Yanshan Iron and Steel Co. Ltd,,Tangshan Yanyang Cold Rolling Co. Ltd.,Qian'an,Hebei,Asia,Cold Strip Processing,2,2024-10-22 06:29:10,Operating,MCC Group,CISDI (CN),,2024,,1600,CAL,1000,1630,2,6,,,,,,,,,,,,,,,,,UHSS,Automotive Steel,,,40.0059,118.6973
7308376,77,Continuous Annealing Line,China,"ArcelorMittal SA (50), China Oriental Group (50)",,ArcelorMittal-China Oriental JV,Changzhou,Jiangsu,Asia,Cold Strip Processing,,2024-11-26 05:28:40,Project,,,,2028,,1500,CAL,,,,,,,,,,,,,,,,,,,,,NGOES - xEV Grade,,Insulation Coating Line,,31.7835,119.9507
7308459,77,Continuous Annealing Line,India,Steel Authority of India (SAIL),,SAIL-John Cockerill,TBD,,Asia,Cold Strip Processing,,2025-01-14 05:33:22,Project,,,,2029,,1500,CAL,,,,,,,,,,,,,,,,,,,,,GOES,NGOES - High Grade,Insulation Coating Line,downstream plant for cold-rolled grain-oriented (CRGO) and cold-rolled non-oriented (CRNO) electrical steel,,
7308493,77,Continuous Annealing Line,China,Fujian Sanbao I&S,,Fujian Kebao Metal Products Co. Ltd.,Zhangzhou,Fujian,Asia,Cold Strip Processing,1,2025-03-10 08:36:41,Project,SMS Group,Drever International (BE),,2026,,400,CAL,700,1300,0.12,0.55,,,,,,,,,,,750,,,,,,,,2-stand DRC Mill,"Tinplate continuous annealing line;
A double cold reduction mill (DCR) and a twin-stand skin pass mill (SPM) are installed inline;",24.635769,117.603677
7308495,77,Continuous Annealing Line,China,Fujian Sanbao I&S,,Fujian Kebao Metal Products Co. Ltd.,Zhangzhou,Fujian,Asia,Cold Strip Processing,2,2025-03-10 08:37:36,Project,SMS Group,Drever International (BE),,2026,,400,CAL,700,1300,0.12,0.55,,,,,,,,,,,750,,,,,,,,2-stand DRC Mill,"Tinplate continuous annealing line;
A double cold reduction mill (DCR) and a twin-stand skin pass mill (SPM) are installed inline;",24.635769,117.603677
7308504,77,Continuous Annealing Line,Saudi Arabia,SIJ Group,0,SIJ Group,Ras Al Khair Industrial City,,Middle East & Northern Africa,Cold Strip Processing,,2025-02-07 06:16:37,Project,,,,2029,,,CAL,,,,,,,,,,,,,,,,,,,,,Electrical Steel,,Insulation Coating Line,"Project will be mainly financed by Saudi Arabia, with SIJ providing the necessary technological solutions.",27.4984,49.1868
7308577,77,Continuous Annealing Line,China,Jingjiu Stainless Steel,,Jingjiu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-03-12 07:37:04,Under Construction,,,,2025,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308604,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:31:15,Under Construction,,,,2025,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308632,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:32:35,Under Construction,,,,2025,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308633,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:33:23,Under Construction,,,,2025,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308634,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:34:04,Under Construction,,,,2026,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308635,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:34:44,Under Construction,,,,2026,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308636,77,Continuous Annealing Line,China,Huafu Stainless Steel,,Huafu Stainless Steel,Tongliao,Inner Mongolia,Asia,Cold Strip Processing,,2025-04-01 06:35:44,Under Construction,,,,2026,,33,Annealing and Pickling  Line,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,
7308666,77,Continuous Annealing Line,Sweden,SSAB,1800050,SSAB,Lulea,,Europe,Cold Strip Processing,,2025-04-04 05:16:58,Project,,SMS Group,,2028,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,65.5838,22.1915
7308702,77,Continuous Annealing Line,India,Jindal Stainless Ltd,,Jindal United Steel Limited,Jajpur,Odisha,Asia,Cold Strip Processing,1,2025-04-20 09:45:37,Operating,,,,2019,,100,Bright Annealing,,1250,0.3,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,20.954939,86.051986
7308703,77,Continuous Annealing Line,India,Jindal Stainless Ltd,,Jindal United Steel Limited,Jajpur,Odisha,Asia,Cold Strip Processing,2,2025-04-20 09:43:10,Operating,,,,2019,,100,Bright Annealing,,1250,0.3,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,20.954939,86.051986
7308704,77,Continuous Annealing Line,India,Jindal Stainless Ltd,,Jindal United Steel Limited,Jajpur,Odisha,Asia,Cold Strip Processing,3,2025-04-20 09:43:50,Operating,,,,2019,,50,Bright Annealing,,1250,0.3,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,20.954939,86.051986
7308706,77,Continuous Annealing Line,India,Jindal Stainless Ltd,,Jindal United Steel Limited,Jajpur,Odisha,Asia,Cold Strip Processing,4,2025-04-20 09:45:15,Operating,,,,2019,,50,Bright Annealing,,1250,0.3,2,,,,,,,,,,,,,,,,,Stainless Steel,,,,20.954939,86.051986
7308746,77,Continuous Annealing Line,Taiwan,Chun Yuan Steel,,Chun Yuan Steel,Taoyuan,,Asia,Cold Strip Processing,,2025-05-06 06:09:11,Operating,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9936,121.301
7388,77,Continuous Annealing Line,India,Steel Authority of India (SAIL),0,Steel Authority of India (SAIL),Rourkela,Odisha,Asia,Cold Strip Processing,2,2014-06-12 17:17:40,Operating,,,,1968,,160,Normalizing,,,,,,,,,,Electrolytic Cleaning + Pickling + Rinsing,,,,120,,,,,,,Thin Sheet,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",,,22.2492,84.8828
7392,77,Continuous Annealing Line,United States,Cleveland-Cliffs,7900400,I/N Tek,New Carlisle,Indiana,Northern America,Cold Strip Processing,1,2016-01-26 18:45:04,Operating,NSENGI,NSENGI (JP),,1990,,1088,CAPL (NSC),710,1650,0.4,2.3,,,,Looper Car,,Alkaline + Brushing +  Rinsing ,Rapid Quenching + Overageing,Natural Gas,,,450,,,,Looper Car,750,"CQ, DQ, DDQ, EDDQ, SEDDQ, AHSS, DP, TRIP",Automotive Steel,Skin Pass Mill 6-hi + Tension Leveller,Eigentümer/ownership: ArcelorMittal (60%); Nippon Steel (40%),41.7003,-86.5095
7446,77,Continuous Annealing Line,Germany,C.D. Wälzholz GmbH,100760,Friedr. Gustav Theis Kaltwalzwerk,Hagen,,Europe,Cold Strip Processing,1,2002-05-24 09:51:57,Operating,Andritz ,Andritz Sundwig (DE),Ebner (AT),1990,,,Bright Annealing,,670,0.08,1,,,,,,,,,,,50,,,,,,Stainless Steel,,,"_x000D_
Vertikal-Ofen / vertical furnace",51.3594,7.475
7574,77,Continuous Annealing Line,Netherlands,Tata Steel,500130,Tata Steel Packaging,Ijmuiden,,Europe,Cold Strip Processing,12,2018-06-22 11:55:48,Operating,SMS Group,MDS (DE),Fives Stein (FR),1991,2018,330,CAPL (NSC),650,1270,0.15,0.5,,30,790,Looping Tower,,Alkaline + Brushing +  Rinsing ,Rapid Quenching + Overageing,,,,600,,30,870,Looping Tower,,Thin Sheet,HSS,Skin Pass Mill 6-hi + Tension Leveller,"two-stand 6-HI temper mill_x000D_
2018: new electrics and automation (Primetals)",52.4586,4.6194
7811,77,Continuous Annealing Line,Germany,HUEHOCO Group,100960,HFP Bandstahl GmbH,Bad Salzungen,,Europe,Cold Strip Processing,1,2009-01-07 10:27:30,Operating,,,,,,,Bright Annealing,,,,,,5,,,,,,,,,,,5,,,,HSS,,,"_x000D_
HÜHOCO - GROUP",50.8117,10.2333
7812,77,Continuous Annealing Line,Germany,HUEHOCO Group,100960,HFP Bandstahl GmbH,Bad Salzungen,,Europe,Cold Strip Processing,2,1998-01-12 00:00:00,Shut Down,,,,,,,Normalizing,,,,,,,,,,,,,,,,,,,,,CQ,HSS,,"_x000D_
HÜHOCO - GROUP",50.8117,10.2333
8512,77,Continuous Annealing Line,South Korea,Hyundai Steel,7100080,Hyundai BNG Steel Co. Ltd.,Changwon,,Asia,Cold Strip Processing,1,2009-03-17 10:10:35,Operating,,,,,,,Bright Annealing,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,35.22806,128.68111
8852,77,Continuous Annealing Line,Germany,ThyssenKrupp AG,100020,ThyssenKrupp Steel Europe AG,Bochum,,Europe,Cold Strip Processing,1,2024-08-19 06:40:51,Operating,Nassheuer,Nassheuer (DE),,1969,1997,80,Recrystallisation,680,1270,0.18,1.1,2,23,90,Looping Pit,100,,,ARTF,Gas-Jet Cooling,30,60,1,23,90,Looping Pit,60,NGOES - Regular,,,"ex EBG Gesellschaft für elektromagnetische Werkstoffe mbH _x000D_
Produkt/product: nicht kornorientiertes Elektroband/non-grain-oriented electrical strip",51.48744397,7.24780396684771
